**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

-3.55443870650175883E-06 
1.23867668291870147E-06 
6.57352500398667766E-08 
-5.26301629443883091E-07 
-6.73730383718370705E-08 
-4.56263236289704640E-08 
5.53823008671166499E-08 
7.44819917328080875E-06 
1.70814115347520646E-05 
-1.50279897317954358E-04 
5.59173123753767915E-04 
5.78329967352134307E-04 
-5.29517760251898401E-04 
-1.28312984862640796E-04 
-6.08393019575693104E-04 
1.82599367866586519E-03 
-4.04951117801565235E-04 
-1.84000362499822006E-03 
-1.96170018459387516E-03 
5.85374043480594089E-03 
-3.05546862592165304E-03 
5.03258388190006446E-03 
-5.27037705791399231E-04 
-1.87925194625399787E-03 
1.21587982962310785E-03 
1.06225327769904170E-02 
3.75802221555237323E-04 
-3.18852441719975075E-03 
3.95868893972358138E-02 
6.47245979296729606E-04 
7.25789822312493133E-03 
-3.96035800280386280E-03 
1.05187668076733212E-02 
-7.80829745672055771E-03 
1.13101506352138430E-03 
1.48171466600147475E-02 
1.46842852459013926E-03 
8.52682784888455451E-04 
3.91408972128719310E-03 
-1.36822344238982140E-03 
1.23942680018777440E-03 
-1.07170257612506812E-03 
2.30961171741992548E-04 
-1.29029992747983400E-03 
2.09391990396765341E-03 
3.49493097021639143E-03 
5.15511354855898861E-04 
-7.96958287406665804E-04 
1.59230371312747872E-03 
4.39710077607723994E-03 
4.93939744926495910E-04 
-1.67722986367624307E-03 
-1.06477449619798984E-04 
3.12551312801961629E-04 
7.07471834702306314E-05 
9.08732351547565892E-04 
1.23542485228686852E-04 
5.00430319856602851E-04 
3.63210256071929327E-04 
-4.26338799437377960E-04 
5.78132387070197373E-04 
-2.26964228519257219E-04 
1.56734642482892010E-04 
4.17301423154578294E-04 
-1.98435153406960590E-04 
-2.22631650807758044E-05 
-8.43704958248813359E-05 
1.33506749306293369E-04 
3.01724753069753109E-04 
3.44192783244713499E-04 
3.29559437929515670E-04 
-3.98584610256141658E-05 
1.57126798853997411E-04 
-8.46232832358447912E-05 
-5.36189153976734546E-05 
5.00674412264428675E-05 
9.27380276711676089E-05 
-2.14124305631379768E-04 
1.01681430290457160E-04 
1.99383159575422929E-06 
-5.61875187869345235E-07 
1.03636205321368247E-04 
1.16712652421711006E-04 
4.03995489190300054E-05 
4.47578608659828948E-05 
-1.08080446216266948E-04 
-4.74855337616126306E-05 
-1.93801674142050245E-05 
1.08131828994098111E-04 
-4.68872294382848081E-06 
-4.93262622892310263E-05 
-3.77560315539712235E-05 
-4.44985305225281298E-05 
7.98967516493591639E-05 
4.29094778772937991E-05 
-3.99954867540535395E-05 
1.46322345103268695E-05 
-8.94720804858973657E-06 
6.47996169193882067E-06 
-4.99494337483488487E-05 
6.34554099330297361E-05 
-2.44788190586253412E-05 
-3.62789951540019439E-04 
3.23770471600015684E-03 
-4.48210523313358027E-04 
1.32342169054441020E-05 
-1.03159716612551047E-06 
4.93155133732788424E-05 
-6.93569803550545771E-06 
2.10589519021427730E-05 
3.72298224356388914E-06 
1.34484771631846654E-05 
5.34989606389959984E-06 
2.64211435579246827E-05 
-6.88006247607985208E-05 
-1.62041066469243774E-05 
1.87559895776011997E-06 
-1.74693086598874762E-05 
5.56329552661222337E-06 
3.45151206755934303E-05 
3.29624362670030943E-05 
2.85191095597599858E-05 
3.07078035415610714E-05 
1.43844801869012227E-05 
1.55774311300699414E-05 
-2.27484299300110221E-05 
1.38864774751842945E-05 
-3.62409545352724099E-05 
1.14684442028815896E-05 
-8.09587331830590579E-06 
1.21923987287790331E-05 
8.00712242204059679E-06 
7.63388899457270055E-06 
-2.02384003557426562E-05 
2.22288399275277720E-05 
2.19413671762772207E-07 
-2.40326658045581095E-05 
2.56571903394521855E-05 
-7.33147435979127010E-06 
-2.84241692145704708E-06 
-7.67578180684520793E-07 
-2.75242225650442798E-06 
5.25940294474757908E-06 
1.56008580540419490E-05 
-1.43348486707671765E-06 
-4.01274155556014437E-06 
-1.45527333223457296E-06 
4.73453501139192489E-07 
-3.52754089744278109E-06 
-1.99959128812718500E-06 
2.25129564927136790E-06 
3.49895924042832321E-06 
-2.13223993722016252E-06 
2.03069260249913571E-06 
-4.35678030763922715E-06 
2.51225599097714556E-06 
7.20557506486659545E-07 
7.06154390596175190E-07 
-2.27797064103816493E-06 
5.64821519527731069E-07 
2.49290271036144142E-06 
3.74716184621923550E-07 
7.28763013377526707E-07 
5.12496280649353982E-08 
-5.49766401261595749E-07 
2.93453170181876220E-07 
1.88523563528028451E-05 
-1.82965933467876700E-05 
-4.68118672741540528E-05 
7.28857920674070691E-04 
-7.99319996132083445E-04 
6.49071036181132505E-04 
-8.13431049851123539E-04 
-9.12175804931460448E-04 
1.44583441826827072E-03 
2.32738191989586337E-03 
1.92793803266995000E-03 
-9.08502845481872607E-04 
8.34086744919452019E-04 
-2.36146913301364409E-03 
-1.37561352778837976E-03 
4.13641245689626649E-04 
-1.21356655909532507E-03 
4.39706997954534922E-04 
8.11892478386878717E-03 
1.06519650714673852E-02 
8.72227918018372741E-04 
6.32668418895575117E-03 
-1.07901746848511476E-02 
1.53630522875111176E-02 
7.88848821073269597E-03 
-4.16309897149016398E-03 
2.06308340139650008E-03 
-3.63904015688110236E-03 
-4.77178232836490343E-03 
7.22685589006446388E-03 
-1.41005526585063351E-03 
2.89812958893851270E-03 
-5.39390305077972615E-03 
3.01748824288910079E-03 
9.57872158659870028E-03 
4.44164321514512427E-03 
-3.58429223650623581E-03 
-1.14116063667591013E-03 
3.47863483526238268E-03 
1.44595419639158979E-03 
-1.16315926355004375E-03 
-2.97186451614555626E-03 
4.68380402312774361E-04 
-1.96192374526183745E-03 
9.96074723918363844E-04 
7.75822991682843604E-04 
1.01092012551164440E-04 
3.46484596121089813E-04 
2.06737028889583267E-04 
-4.61999707072935839E-04 
5.11036109918617480E-04 
3.05162854592741831E-04 
-1.54396606051764523E-04 
-1.15340288771761823E-04 
-4.06885690800023580E-04 
2.84377367133813468E-04 
5.78140399312190292E-05 
-7.22043236989945855E-05 
1.75591690013512866E-05 
1.68847018839469445E-04 
1.85665629028365561E-04 
7.93739113107504006E-05 
-2.39315764559171624E-04 
-1.22771062477005649E-05 
1.56064668171465099E-04 
-1.10300863606945434E-05 
-5.79430672068367999E-05 
7.92664034922341818E-05 
1.20805168942572367E-04 
4.03569301620570072E-07 
1.19616644756372222E-04 
-3.08892461279214854E-05 
-3.28710661178287523E-05 
1.44230531565199891E-04 
1.58037596888976347E-04 
-8.14247883447680176E-05 
-6.49534668879345202E-07 
2.46980445237260143E-05 
-4.14004060188915459E-06 
-4.66946724933675153E-05 
-1.25533650307661283E-04 
6.58303661347194784E-05 
6.99686984730832503E-05 
8.53224370061051655E-05 
1.95206734290238959E-05 
7.77515156902026238E-07 
-2.40008482979902196E-05 
7.84673496117675953E-06 
-9.53931081405664949E-06 
9.35636181112727725E-06 
3.97597619606080529E-06 
-4.38761976970315000E-05 
1.76904755442224949E-05 
2.02988463274305074E-06 
-1.21699767927187685E-05 
1.05559852628853260E-04 
-4.48210523313358027E-04 
3.22538733594674972E-03 
-4.10053492651148784E-04 
6.53186507105076941E-05 
-4.14038225645784930E-05 
2.85178381578682632E-05 
5.53463608719638982E-05 
4.09971807360396893E-06 
3.85453016911073084E-05 
-2.49857064238355002E-05 
-2.33281737720972883E-05 
2.90489005876264651E-06 
-2.44073524553123471E-05 
-6.54058100729240332E-06 
-3.84483404210889029E-05 
9.31235833668209577E-06 
-6.86538963798536353E-06 
-7.58055379821092159E-06 
1.40841744358307423E-05 
-5.38505376093586228E-05 
3.18278119334402322E-05 
-2.81237773097913098E-06 
1.36111555106961590E-06 
1.24363818254039709E-05 
1.03800313703209939E-05 
-2.59791630961038710E-06 
-1.79420848040154796E-05 
1.20814962898619355E-05 
-6.82269249838810861E-07 
-1.19403767818177777E-05 
3.97342083137950359E-05 
-3.02405167508521841E-06 
1.96512601746155202E-05 
5.14935761792930450E-06 
9.54934399810349338E-07 
1.33466604271222497E-07 
5.13564112743733519E-06 
-5.66001797218863063E-07 
3.33094720376559197E-06 
4.82472889454947593E-06 
1.16739572478160535E-07 
1.15042465827717627E-05 
-2.54474040186776649E-06 
3.44703425788087642E-06 
-1.90238353668904921E-06 
8.01161445002625822E-06 
-8.76929404923177358E-07 
2.87758686556453124E-06 
-2.33413335926327289E-06 
-4.87774802200176758E-06 
-5.42712236975859808E-07 
2.21034122019912036E-06 
9.23566406727469843E-07 
-4.17935979977567267E-06 
-9.91672004592646350E-07 
-2.11316601727630619E-06 
1.38127844263021957E-06 
-2.35695124512190891E-06 
1.25962902391354294E-06 
3.85778296356943512E-07 
-3.07140368791928101E-07 
6.89979936893057033E-07 
-1.27814395510196279E-07 
-9.07364354500041222E-06 
-3.83769691810706436E-05 
2.12908154165645949E-04 
5.35023839118594626E-04 
1.43756563410621764E-03 
-2.99966850568723561E-04 
6.68355586041507349E-04 
1.28355233511006500E-03 
-2.34991182096818069E-03 
8.28145095120661531E-04 
3.57286822691282185E-04 
-6.73555282902721917E-04 
-4.67903059087682472E-03 
-1.81407044664998011E-04 
5.11592901133058400E-03 
-2.61039914982730921E-03 
1.87025367985182728E-03 
1.26064207087158171E-02 
1.89028046588564678E-04 
-1.78511742739730014E-02 
-1.69231482739765722E-03 
3.00671086527215786E-03 
-4.68350356114154739E-04 
-8.40241247558057812E-03 
-1.27345327530871098E-02 
-2.26811940019796751E-03 
1.03471449635845272E-02 
2.90307344642994720E-03 
1.36975460219240907E-02 
-2.67332305288973601E-03 
2.48766967146840461E-04 
7.69469615767169840E-04 
-9.03300484420178451E-04 
2.81049682674632277E-04 
2.71907875265220205E-03 
1.39227393520799423E-05 
2.26589492560523055E-03 
-3.17195451869301676E-04 
-5.63615554262790670E-04 
-3.20068661674907044E-04 
-9.80884479635470890E-05 
-7.71744144710900196E-03 
-4.04803433663254025E-03 
1.15563487112525960E-03 
1.97610672742792789E-04 
1.26240882016298681E-03 
1.23584772671270568E-04 
-1.48959204169472746E-04 
2.69228056369775307E-05 
-5.07467314907496833E-04 
-6.27857088544445867E-04 
1.60113426320369597E-03 
-7.33901475730413633E-04 
9.22099916002498687E-04 
8.04396023465404642E-05 
9.67243099871831436E-06 
1.88911440892667801E-04 
7.76828453877547739E-05 
-6.44921022809376038E-05 
2.08396290458902822E-04 
1.35381183399896110E-04 
1.50986624823006412E-04 
1.12483867485668463E-04 
-6.96695239294444797E-05 
-2.84150173019245573E-04 
-1.01086794713126809E-04 
1.03026712871841933E-04 
-7.93780051448629475E-06 
-8.27539463225615573E-05 
1.81224596009136831E-04 
-1.63978559864050283E-04 
2.74711640405365883E-05 
1.11172473878587790E-04 
-2.40619403030980552E-05 
1.26165723201940197E-04 
2.08116826872583829E-04 
-1.45610273930857174E-04 
-4.57330103614141573E-05 
6.11231418751529603E-05 
-1.18730126746284146E-04 
1.13064354243030096E-05 
-6.65419576710090890E-05 
4.73482951368650015E-05 
-4.38624553218949824E-05 
5.82124214454499473E-05 
-5.86944871170328242E-06 
1.82543454026514759E-05 
6.44620547262682563E-05 
9.09235978085920271E-05 
1.43979093863476966E-05 
-1.87022089545764486E-05 
-9.29206668571104573E-06 
4.35198167255854108E-05 
-3.09933256227472374E-05 
1.43830471591911108E-05 
3.29763753053220144E-05 
1.32342169054440969E-05 
-4.10053492651148784E-04 
3.36510159242559828E-03 
-3.91171222656765366E-04 
-1.12399111243884898E-05 
-3.97332107597950606E-05 
-9.47410905931629353E-06 
4.96752571867922279E-06 
-5.40098532564897935E-06 
-1.57210308501133447E-05 
-4.17704883866035806E-05 
-5.33984327794056176E-06 
8.51827538069849162E-06 
-3.94993558323840344E-06 
-2.87661606091849095E-05 
1.30128819008245878E-05 
2.25081577779394717E-05 
6.42623259796908019E-06 
-4.87134502707612546E-05 
2.76857921106473717E-05 
-1.80592307360782721E-05 
-2.22372929813260699E-05 
-3.54677762568666093E-06 
1.73730668783479671E-05 
-4.56322986262448934E-06 
-1.97590841888003234E-06 
1.70277987842314853E-06 
-1.53589492940218703E-05 
7.79086990995273358E-06 
-7.29081921380050443E-06 
-1.94282564197969229E-05 
-5.85091774844794297E-06 
1.15891146833257686E-05 
7.10738044126320110E-07 
3.99551426166561212E-06 
1.35176057949432614E-05 
-4.12759588923660584E-06 
4.80330094936726521E-06 
7.29257532949221512E-06 
-9.54645309544760841E-06 
6.33756929950397086E-06 
2.45843758004640056E-07 
4.90140536547776647E-06 
-3.59412820185485715E-06 
6.06056710049406365E-07 
3.90371296092627965E-06 
2.99711515532525905E-06 
8.76803843730864540E-06 
4.93730861705392589E-06 
3.08507120256484461E-06 
-2.20109036396907585E-06 
-1.55962767271032550E-06 
6.90639787712252108E-06 
-3.05647536637055498E-06 
2.78825667541827516E-06 
-1.23745789805411775E-06 
7.07976054243963379E-07 
-8.49521978569642443E-07 
-3.09108081755105805E-07 
7.72721358550977147E-07 
-6.50994990868141250E-07 
3.16388771561394887E-07 
3.02929130418519291E-07 
2.09618319263448447E-05 
-3.46494241664623720E-06 
-3.57125930477853316E-04 
-1.44333559224737811E-03 
-4.88842812932109507E-04 
4.42037046601316552E-04 
-1.21841647527039923E-04 
9.56789461990574259E-04 
3.33959932737091505E-03 
1.75198438366399364E-03 
-2.54101186381868252E-03 
-3.17037684282680350E-03 
4.97732634621066361E-05 
8.14418721927743085E-04 
-1.39196518727886407E-03 
9.65133744699890150E-04 
-3.01350462050022430E-03 
-3.46904415168360677E-03 
8.39565446255751205E-03 
1.15293230917964118E-02 
-4.91385528233579186E-03 
2.83115799778613994E-02 
-2.36835814839702436E-03 
2.93864551266317352E-02 
-7.97416905785886150E-03 
-1.15947705827517864E-03 
-6.82137501789816404E-03 
7.98554795900449643E-03 
-1.28612042442295574E-03 
9.36261567736784706E-03 
-2.15342621113157203E-04 
1.13829957481472550E-03 
1.74063377902414847E-03 
-1.99484038949349247E-03 
-2.63496028703071126E-03 
3.00281012306341782E-03 
-2.32706169502323477E-03 
2.17837535175547433E-03 
1.92114694077273954E-03 
-7.14667291812231815E-04 
3.58602181436468593E-03 
5.28830268158483364E-04 
-3.71296461070851113E-03 
-6.77776645428562643E-04 
6.86069203132580506E-04 
-2.14861748569192122E-04 
-1.66835886437008635E-03 
7.29547474437935539E-04 
-1.23975712489186456E-04 
3.23334041966573708E-04 
-1.25512820394666738E-04 
8.62716676931261857E-05 
-8.09158118372167354E-05 
-8.56825089620702539E-04 
-1.96994493436288199E-04 
-1.00692557104535888E-04 
-1.87718340816066660E-05 
3.75065039122163531E-05 
6.55494578064732647E-05 
1.48673790133901647E-05 
1.18034751049225458E-04 
2.44738138293981234E-04 
-1.49900515706621360E-05 
2.50101254620786555E-04 
1.95710856644005550E-04 
3.19672210162290889E-05 
-1.48411845515768361E-04 
5.17900564943397413E-05 
-1.23963427634292634E-04 
-1.15440266549756516E-04 
2.17456663794967418E-05 
1.93345244183810094E-05 
4.02519618965207389E-05 
-6.59166551860238670E-05 
-2.65313237105188977E-05 
7.68356797790193893E-05 
1.61310166916203853E-04 
9.23578903209267075E-05 
1.37726566534075094E-04 
9.50177696001979567E-05 
-1.36035169532371358E-04 
7.44169338159502119E-05 
-4.79795315865357859E-05 
-1.41976272937570129E-05 
3.92295461580127429E-05 
-9.70969282070104362E-06 
1.84757099911608765E-05 
-1.19098025506100603E-05 
2.42708704618939877E-05 
4.00360252470851038E-06 
-2.91850655640934975E-05 
4.27541008316707727E-06 
-3.31210272303788779E-05 
6.50696749100315312E-05 
2.05573010572709171E-06 
7.67115038783993232E-05 
-1.03159716612550878E-06 
6.53186507105076941E-05 
-3.91171222656765366E-04 
2.92889055497153094E-03 
-4.91293329776895530E-04 
-3.69691732619501206E-05 
-2.40225462791674938E-06 
-1.17872385142672196E-05 
-3.73995968684447773E-05 
-6.52188610742263119E-06 
4.51968776931541502E-05 
3.01649581671985390E-05 
2.23079004406310525E-05 
-3.06794265071778645E-05 
3.38527550446045440E-05 
3.09943912436936943E-06 
-1.77016341961838112E-05 
-9.42463779504781197E-06 
4.29068001056056849E-06 
-1.26185583230162566E-05 
2.23243065508274996E-05 
1.55176774490766712E-05 
1.43695896024152382E-05 
-1.48981188528954315E-05 
1.77940861503252191E-06 
2.20568133048745152E-06 
2.86336274610645102E-06 
-1.07067803015499253E-05 
-5.78857619638265178E-06 
1.09301734310719468E-05 
1.46305069585065485E-05 
-2.70364796323404836E-05 
1.33523508319294631E-05 
-3.60097558582883335E-06 
5.25527721552018277E-06 
1.46730892575713437E-05 
1.13691748169830440E-06 
-3.86075991691521473E-08 
6.25478264913471538E-06 
-1.96955766267543901E-06 
-2.94677970498867609E-07 
-2.23087891996807181E-06 
-2.34878929776406427E-06 
1.08803205709711179E-05 
-7.68204537194767300E-06 
7.67378997169694660E-06 
-1.03293636538529414E-07 
-8.53971797328601553E-06 
1.00809103496628250E-06 
-2.67020058355054766E-06 
-1.18788586334541088E-06 
5.23106807700739112E-06 
-6.81572533335875585E-06 
5.14137866689983013E-06 
-2.02089451403932075E-06 
7.12469850178171751E-07 
-1.52979195466570774E-06 
-6.91410634427090733E-07 
-1.43610680714847569E-06 
-4.58798573165497814E-07 
7.61185784345379201E-08 
1.10328327418024158E-08 
4.97244404451407586E-08 
-3.09669195913036015E-06 
-2.01098033113305207E-04 
-1.55005720024617861E-04 
3.30135363576114971E-04 
1.01367604725882991E-03 
-5.16882620169654321E-04 
1.09670567908349051E-03 
-4.03657237897991808E-04 
-4.59518005832337177E-04 
1.57522341032531750E-03 
-2.60399921169763996E-03 
3.16324064751572105E-03 
2.95965194052294706E-03 
-2.14029909519832320E-03 
-1.46144473432271451E-03 
7.92256139399436475E-03 
4.67952796644734333E-03 
-8.11639174475791737E-04 
1.41539883627374297E-03 
4.02681914262782194E-03 
1.56427149068128976E-02 
2.38925534189302832E-02 
6.77551049869670914E-03 
2.73026755667087767E-04 
-1.90017480217174952E-03 
-4.63885319183852084E-03 
8.18304789993537333E-03 
-2.15037542174051095E-03 
6.61161887554612571E-03 
-1.51557051586406755E-03 
-5.84680914122656312E-03 
-6.03586389889417224E-04 
5.34201804378583306E-03 
-2.37606637328934868E-03 
4.10683649791696980E-03 
-2.76611644282650322E-03 
1.63014419726728284E-03 
-1.74526239356490162E-03 
2.20583912594609407E-03 
4.76516844745817475E-04 
-7.16271888124520419E-04 
2.00045297805222884E-03 
-4.64420886832811507E-04 
4.89312591226665275E-04 
-3.29624922793667936E-07 
-1.00725125462213460E-03 
1.03345723921353700E-03 
2.04191004394219279E-04 
-1.40499563512419524E-03 
2.00712045942422771E-04 
-6.20523556797839817E-04 
-4.78773534379070770E-04 
2.58876406816517166E-04 
-6.25136413415831285E-04 
-2.73952239387616550E-04 
-2.87115409228238107E-04 
3.44348013496450123E-04 
-6.12449314949839419E-06 
7.34184049412023494E-05 
-1.88180698077921671E-04 
-9.43196885898215416E-06 
-2.04903310345901389E-04 
-1.58516134572991651E-04 
-3.17309129564020476E-04 
6.81383381906408873E-05 
2.08249803456608405E-05 
-1.75540872397409016E-05 
-1.12528537650639732E-05 
8.67138289264175863E-05 
1.02328155367777143E-04 
4.16556687014596363E-05 
8.96216261751372556E-05 
2.76305977621699236E-05 
1.80521783636458893E-04 
1.15104341567716413E-04 
-1.88512866328319168E-04 
1.10729413317782753E-04 
-7.02617390695879700E-05 
-1.08912147414295143E-04 
7.30442221165881166E-05 
1.36075884738375024E-04 
-1.32372904349430705E-05 
7.99147016758415427E-05 
-5.94107813383312630E-05 
2.11279473241553618E-05 
-2.06996890160402571E-05 
6.13859299309758475E-05 
-6.86801840583122110E-05 
3.71225246184668609E-05 
2.44384173532111359E-05 
1.94607391193071833E-06 
-1.83599948775145297E-05 
-1.38454076299752323E-05 
-6.80746658043668523E-05 
-2.75368887274694502E-05 
1.58307698884728614E-05 
4.93155133732788424E-05 
-4.14038225645784930E-05 
-1.12399111243884898E-05 
-4.91293329776895530E-04 
3.33328277914206371E-03 
-4.00823447784572464E-04 
-1.55098446743816885E-05 
-5.11110491851040884E-06 
3.32579063339966669E-05 
-8.37952460974654922E-06 
3.46063142274086132E-05 
-3.44389024546940271E-05 
-4.91881379775882551E-05 
-1.62139630844636722E-05 
4.12765488055736812E-05 
2.77562732874762094E-05 
-2.50091862140176356E-06 
2.43598801061835071E-05 
-2.32333611299763826E-05 
1.10292227546585948E-05 
1.90499239662770275E-05 
-1.14307826234553633E-05 
-3.46535879345461234E-07 
-3.04462581403557652E-06 
-7.54573334147814772E-06 
2.79049747564711629E-06 
6.49472015747003871E-07 
6.24166332572730033E-06 
1.29999422045564194E-05 
-5.41720000829435879E-06 
1.81680603989488851E-06 
3.03623115632402731E-05 
-8.71964311572436662E-06 
5.97666096989627867E-06 
1.99365802948469192E-06 
-2.20860000153586462E-06 
3.73446464562101318E-06 
3.81361447921514288E-06 
-3.44105861654825879E-06 
1.11499093909626251E-06 
1.51816582589850729E-05 
-1.12768692878347286E-05 
-7.90089397103646590E-07 
-1.79285094821433678E-06 
3.63631210459345171E-06 
4.29650831589452784E-06 
3.34942009685826261E-07 
5.86068736913244364E-06 
1.20265261585531640E-06 
1.17430629469855304E-06 
1.47109143388123930E-07 
-2.40684978967799192E-06 
-1.60772414787599206E-06 
2.64734874049406440E-06 
-6.65902079812927878E-07 
4.04037048195857391E-06 
-2.95569039898641183E-07 
-3.60249843704234230E-07 
-1.11890691461006053E-06 
9.52054857671665650E-08 
-2.34509720814269597E-07 
-1.40236707302939040E-07 
-2.33928431820958392E-07 
-3.42546928143743187E-05 
-1.86182939898214529E-04 
-4.81438427268379688E-05 
2.93126775180357511E-04 
-1.05650426025078706E-03 
1.93244892473646191E-03 
-1.93935776942930462E-04 
-1.61613078767108018E-03 
-1.54763658111311013E-03 
6.17874927234524622E-05 
-1.56911489768886978E-03 
2.96307720679013978E-05 
-5.27483328374691619E-04 
2.39679793059000045E-03 
6.40892176330680501E-05 
7.89516868575692796E-04 
2.01435180208009429E-04 
2.97695832595996522E-03 
2.43593006014198536E-03 
-1.42688588244205567E-02 
-9.40437657825796830E-03 
-5.53590921925753432E-03 
-2.46313848086138834E-02 
1.65652553604546567E-03 
4.01157183797968935E-03 
1.37999300858377867E-02 
-5.32353357639367419E-03 
-5.13357567122973459E-03 
1.12171502277845676E-03 
5.65770252899547559E-03 
5.24698470887971936E-03 
-2.23525907366175797E-03 
-4.04271079063181320E-03 
3.22053993067312984E-03 
1.12582818217824530E-03 
7.77687435305190219E-04 
-8.52574026215576083E-04 
3.87935147117927231E-03 
3.30283802440627886E-03 
-7.62788605639935584E-04 
-6.58913580217838630E-04 
1.01773277717556038E-03 
2.80741516585504688E-03 
-6.04890981425829349E-04 
1.35563587586116647E-04 
2.12639421728347565E-04 
-4.37973946823062203E-05 
5.30211141655200749E-05 
-2.63516351275028368E-04 
-4.91165543865992719E-04 
7.46353315536777345E-05 
3.15277567695567513E-04 
-2.29008218067004260E-04 
-6.69169883184085926E-04 
5.96172054827591642E-04 
4.88442014147731879E-05 
3.35774052858969115E-05 
1.99280696986412625E-04 
-3.56646314887831915E-04 
2.67568431440104668E-05 
-1.54611016573487348E-04 
4.93906010226534596E-05 
4.11897794874605620E-05 
1.45978723964194722E-04 
2.79607804480385419E-05 
1.94512777593898624E-04 
-1.11959397951076243E-04 
-1.39175189128516594E-04 
7.22499765473241443E-05 
-1.94187275164103894E-04 
1.64782938320068111E-04 
5.38115661118136195E-05 
-1.00306503429766581E-04 
-3.17186591217895070E-05 
1.07933033840200849E-04 
-1.49460308337066405E-04 
6.26470235286616834E-05 
7.79992023429525026E-05 
4.79969544916035050E-05 
-1.21893069828177603E-04 
-1.78197498579823513E-05 
7.99286995588217571E-05 
-1.68186142165988527E-04 
-2.03074229003020479E-05 
4.72064400166608250E-05 
3.82104972690065997E-05 
5.28114296672133531E-06 
1.96211005733967014E-05 
-3.45527319449021598E-05 
2.64138454110662286E-05 
1.68921527101816145E-05 
-2.43190488278229982E-06 
3.95907299590721699E-05 
-2.12811784759468867E-05 
1.28459018252636325E-05 
2.11023291431634239E-05 
-6.93569803550545771E-06 
2.85178381578682598E-05 
-3.97332107597950674E-05 
-3.69691732619501138E-05 
-4.00823447784572464E-04 
2.75937838988260346E-03 
-2.69945692777297393E-04 
3.43912334562048987E-07 
2.67413141881428185E-05 
2.71838947224094430E-05 
6.37285836184102457E-06 
-2.05393708422001735E-05 
2.16441734790961546E-05 
-4.54720354750717592E-06 
5.26664877860845026E-06 
3.39442419284893807E-06 
1.14692186652996299E-06 
-1.27805876502192350E-05 
1.21262369633084712E-05 
7.01135628667093516E-06 
-1.97620403491308916E-05 
2.00032261638755893E-05 
1.24001209063240031E-05 
2.26348358270436418E-05 
-1.96324028655235477E-06 
-5.18923420446009919E-06 
7.06739975124072330E-07 
6.71326332785773543E-06 
-2.22823147777343833E-05 
3.98602568123242288E-05 
-1.75320819305660922E-05 
-2.58216152591613155E-05 
-8.88734823022818163E-06 
-2.70439367162988844E-07 
6.86986531886881085E-06 
1.16158909928551869E-06 
-1.37624824804655733E-05 
-1.40506136520603534E-05 
-6.22631104313775586E-06 
-7.06040622923266960E-06 
-6.68786468115165707E-06 
8.32069419987580966E-06 
3.23136614297921190E-06 
1.03676883185161760E-06 
-4.61307360961087700E-06 
-5.13899628560970641E-06 
2.65092085792592989E-06 
8.20539796917028832E-06 
3.80417879068934820E-07 
-6.80404260854778380E-06 
-7.30799831538149653E-07 
2.15178605942900718E-06 
6.78008372811833299E-06 
-2.73603888768225144E-06 
1.03605135804034446E-06 
4.11894343095732665E-07 
1.14589204241387919E-06 
-1.21064120915445411E-06 
4.52874499918906412E-07 
1.47638484650042198E-07 
3.19487352427145203E-07 
-8.97371173128220050E-08 
5.91516911255707398E-07 
-1.28471381431531708E-05 
1.63455224153317123E-04 
3.62002594859348460E-04 
-9.85868908173531591E-06 
5.58018976757194301E-04 
-6.39791321669240195E-04 
3.14558126873773145E-04 
1.38770323956266583E-03 
-3.22554226597900615E-04 
-8.39167965680642693E-04 
-9.35529630520829606E-04 
-1.91340069056883199E-04 
1.95203531079158428E-03 
-2.17445361535761406E-03 
3.85837455118390388E-04 
-7.94410482037330792E-04 
2.25100688933365474E-03 
-2.45984104069557098E-03 
-7.03317892374388538E-03 
9.93486769778844682E-03 
5.69659134557962653E-03 
1.65646906407053186E-02 
-9.20131460986290360E-03 
1.47033688594140240E-02 
9.08986213906864439E-03 
2.82134660773476331E-03 
4.22934228115401378E-03 
-2.87427805155472237E-03 
7.12013310954289717E-04 
-6.00978397889794197E-04 
-2.56432619416130901E-03 
3.65075313129562809E-03 
-3.63129182010888101E-03 
3.61504723891765772E-04 
-1.69315308566552543E-03 
6.55550207547576100E-04 
5.24171681221879959E-03 
-9.03909976230167012E-05 
-2.09059786196512604E-03 
